"age","current","former","qx","rate","current_rate","former_rate","current_excess_rate","former_excess_rate","current_excess_prob","former_excess_prob"
63,3.94146288819853,1.46140594324683,0.000938346782036859,0.000938787304975619,0.00370019532247332,0.00137194934693604,0.0027614080174977,0.000433162041960424,0.00275759883741833,0.000433068240827339
64,3.85331280079505,1.44757847855609,0.000996268117442578,0.00099676472238534,0.00384084626414836,0.00144289516030895,0.00284408154176302,0.00044613043792361,0.00284004097333135,0.000446030936537167
65,3.76780440502753,1.43416539686706,0.00105789499126541,0.0010584549571299,0.00398805124999727,0.00151799947365812,0.00292959629286737,0.000459544516528215,0.0029253092131406,0.000459438942119528
66,3.68485853438683,1.42115427990382,0.00113195488531359,0.00113259603012178,0.0041734561476069,0.00160959369560964,0.00304086011748512,0.000476997665487861,0.00303624138518377,0.000476883920187521
67,3.6043983948346,1.40853308154268,0.00121376852529065,0.00121450573890531,0.00437756253582769,0.00171067151097156,0.00316305679692239,0.000496165772066257,0.00315805960296334,0.000496042702184729
68,3.52634949370474,1.39629011665957,0.0013069663631684,0.00130782118860554,0.00461183458629547,0.00182609780000788,0.00330401339768993,0.000518276611402342,0.00329856115184124,0.000518142329278826
69,3.45063957073569,1.38441405031148,0.00141122153510975,0.00141221824605065,0.00487305616233734,0.00195509478193876,0.00346083791628669,0.000542876535888108,0.00345485611941143,0.00054272920508347
70,3.37719853116946,1.37289388724227,0.00152465381415778,0.00152581728152464,0.00515298788199801,0.0020947852188538,0.00362717060047337,0.000568967937329156,0.00362060036338174,0.00056880610576604
71,3.30595838085557,1.36171896170283,0.00165523655151745,0.00165660796909412,0.00547667699921881,0.00225583448362348,0.0038200690301247,0.000599226514529364,0.00381278184855927,0.000599047014177123
72,3.23685316329979,1.35087892757644,0.00178344772024042,0.0017850399565209,0.00577791222988118,0.00241137286214604,0.00399287227336028,0.000626332905625142,0.00398491135802859,0.000626136800115362
73,3.16981889859948,1.34036374879992,0.00198225746524672,0.00198422473776631,0.00628963307284024,0.00265958290797399,0.00430540833507393,0.000675358170207676,0.00429615335153322,0.000675130167209437
74,3.10479352420884,1.33016369007198,0.00215730506854028,0.00215963540321808,0.00670522201456364,0.00287266859715463,0.00454558661134556,0.000713033193936558,0.00453527106850826,0.000712779046177614
75,3.04171683747936,1.3202693078399,0.00238846489741007,0.00239132182972145,0.00727372387329569,0.00315718881694878,0.00488240204357424,0.000765866987227332,0.00487050249272403,0.000765573785962093
76,2.9805304399222,1.31067144155642,0.00262046481719791,0.00262390424504071,0.00782062647378491,0.00343907635935353,0.0051967222287442,0.000815172114312815,0.00518324262780523,0.000814839951787549
77,2.92117768314092,1.30136120519858,0.00292019874371163,0.00292447084300943,0.00854289896159547,0.00380579290082685,0.00561842811858604,0.000881322057817418,0.00560267426908978,0.000880933807598794
78,2.86360361638456,1.29232997904072,0.00322935084107046,0.00323457644774215,0.00926254481322675,0.0041801401129162,0.0060279683654846,0.000945563665174055,0.0060098366150102,0.00094511676072162
79,2.80775493567238,1.2835694016741,0.00358246262147754,0.00358889500781218,0.0100767376717946,0.00460659581784864,0.00648784266398242,0.00101770081003646,0.00646684205352877,0.0010171831281971
80,2.75357993444325,1.27507136226561,0.0039678618311435,0.00397575468030721,0.0109475583119628,0.00506937093625318,0.00697180363165555,0.00109361625594597,0.00694755698904848,0.00109301847562226
81,2.70102845568404,1.26682799304848,0.00440411742119684,0.00441384411516747,0.0119219185540209,0.00559158128204644,0.00750807443885341,0.00117773716687897,0.00747995925559586,0.00117704390664797
82,2.65005184549257,1.25883166203805,0.00494410982831883,0.00495637237426209,0.0131346437573617,0.00623923847357183,0.00817827138309957,0.00128286609930974,0.00814492030168557,0.00128204357836104
83,2.60060290803223,1.25107496596584,0.00554433460047865,0.00555976147113841,0.0144587318498081,0.00695567839328268,0.0088989703786697,0.00139591692214427,0.00885949173498868,0.0013949430833029
84,2.55263586183648,1.24355072342533,0.00617559730011408,0.00619474517486734,0.0158129286883049,0.00770347984364185,0.00961818351343751,0.00150873466877451,0.00957207672597438,0.00150759710079218
85,2.50610629742287,1.2362519682232,0.00697201664682867,0.00699643471653682,0.0175338091026209,0.00864935618886373,0.0105373743860841,0.00165292147232692,0.0104820507490833,0.00165155614999057
86,2.46097113617728,1.22917194292977,0.00780520033443366,0.00783582034484157,0.0192837276969258,0.00963157051771754,0.0114479073520843,0.00179575017287596,0.0113826293968312,0.00179413877823265
87,2.41718859047028,1.22230409262279,0.00878566444500972,0.00882448594391446,0.0213304467403954,0.0107862052845389,0.012505960796481,0.00196171934062447,0.0124280862388516,0.00195979642685007
88,2.37471812496879,1.21564205881863,0.00987299817978804,0.00992205941439489,0.0235620943283807,0.0120616727342358,0.0136400349139858,0.00213961331984091,0.0135474311554056,0.00213732597889427
89,2.33352041910707,1.20917967358542,0.0110747402437229,0.011136521745656,0.0259873008913182,0.0134660557292893,0.0148507791456622,0.00232953398363328,0.0147410501834694,0.00232682272507445
90,2.29355733068252,1.20291095383255,0.0123979548438714,0.0124754506787807,0.0286131613578857,0.015006856275503,0.016137710679105,0.00253140559672235,0.0160081954551048,0.00252820429141187
91,2.25479186054228,1.19683009577134,0.0138489472843597,0.0139457386326719,0.0314447379581986,0.0166906797033427,0.0174989993255267,0.00274494107067086,0.0173467810194265,0.00274117716461786
92,2.21718811832824,1.19093146954169,0.0154329550818717,0.0155532827461904,0.034484553705853,0.0185228938771179,0.0189312709596626,0.00296961113092747,0.018753199923786,0.00296520619718521
93,2.18071128924854,1.18520961399977,0.0171538014725626,0.0173026323912351,0.0377320457892838,0.0205072462575957,0.0204294133980487,0.00320461386636058,0.0202221467769547,0.0031994845719433
94,2.14532760184486,1.17965923166194,0.0190135420947302,0.0191966238899657,0.0411830470933779,0.0226454745885402,0.0219864232034122,0.00344885069857446,0.021746483489945,0.00344291024421295
95,2.11100429672573,1.17427518380011,0.0210121324481193,0.0212360292231249,0.0448293489354097,0.0249369421191696,0.0235933197122848,0.00370091289604468,0.0233171733444203,0.00369407295851865
96,2.07770959623675,1.1690524856842,0.0231470997129182,0.0234192009290078,0.048658298506396,0.0273782750587942,0.0252390975773882,0.00395907412978639,0.0249232543329692,0.00395124732817331
97,2.04541267503982,1.16398630196703,0.0254133043550526,0.0257417997587183,0.0526526035048193,0.0299631023071263,0.026910803746101,0.004221302548408,0.0265519344270964,0.00421240537442913
98,2.014083631574,1.15907194220769,0.0278027465680005,0.0281965594807184,0.0567902289168175,0.0326818409608908,0.0285936694360991,0.00448528148017241,0.0281887391301152,0.00447523762730773
99,1.98369346037166,1.15430485652889,0.0303045034293166,0.0307731778293903,0.0610445516150156,0.0355216286192923,0.0302713737856253,0.00474845078990201,0.029817784199291,0.00473719472079448
100,1.95421402520424,1.14968063140459,1,1,1,1,1,1,1,1
