"stochastic_num","p_trans_hcv","rel_infect","sx_rel","sherlock_id_group","sherlock_id","edge_iter","scenario_id"
3,0.007,2,2,69,3,1,1
4,0.007,2,2,69,4,1,1
5,0.007,2,2,69,5,1,1
1,0.0075,2,2,69,6,1,1
2,0.0075,2,2,69,7,1,1
3,0.0075,2,2,69,8,1,1
4,0.0075,2,2,69,9,1,1
5,0.0075,2,2,69,10,1,1
1,0.008,2,2,70,1,1,1
2,0.008,2,2,70,2,1,1
3,0.008,2,2,70,3,1,1
4,0.008,2,2,70,4,1,1
5,0.008,2,2,70,5,1,1
1,0.0085,2,2,70,6,1,1
2,0.0085,2,2,70,7,1,1
3,0.0085,2,2,70,8,1,1
4,0.0085,2,2,70,9,1,1
5,0.0085,2,2,70,10,1,1
1,0.009,2,2,71,1,1,1
2,0.009,2,2,71,2,1,1
3,0.009,2,2,71,3,1,1
4,0.009,2,2,71,4,1,1
5,0.009,2,2,71,5,1,1
1,0.0095,2,2,71,6,1,1
2,0.0095,2,2,71,7,1,1
3,0.0095,2,2,71,8,1,1
4,0.0095,2,2,71,9,1,1
5,0.0095,2,2,71,10,1,1
1,0.01,2,2,72,1,1,1
2,0.01,2,2,72,2,1,1
3,0.01,2,2,72,3,1,1
4,0.01,2,2,72,4,1,1
5,0.01,2,2,72,5,1,1
1,0.004,1,2.5,72,6,1,1
2,0.004,1,2.5,72,7,1,1
3,0.004,1,2.5,72,8,1,1
4,0.004,1,2.5,72,9,1,1
5,0.004,1,2.5,72,10,1,1
1,0.0045,1,2.5,73,1,1,1
2,0.0045,1,2.5,73,2,1,1
3,0.0045,1,2.5,73,3,1,1
4,0.0045,1,2.5,73,4,1,1
5,0.0045,1,2.5,73,5,1,1
1,0.005,1,2.5,73,6,1,1
2,0.005,1,2.5,73,7,1,1
3,0.005,1,2.5,73,8,1,1
4,0.005,1,2.5,73,9,1,1
5,0.005,1,2.5,73,10,1,1
1,0.0055,1,2.5,74,1,1,1
2,0.0055,1,2.5,74,2,1,1
3,0.0055,1,2.5,74,3,1,1
4,0.0055,1,2.5,74,4,1,1
5,0.0055,1,2.5,74,5,1,1
1,0.006,1,2.5,74,6,1,1
2,0.006,1,2.5,74,7,1,1
3,0.006,1,2.5,74,8,1,1
4,0.006,1,2.5,74,9,1,1
5,0.006,1,2.5,74,10,1,1
1,0.0065,1,2.5,75,1,1,1
2,0.0065,1,2.5,75,2,1,1
3,0.0065,1,2.5,75,3,1,1
4,0.0065,1,2.5,75,4,1,1
5,0.0065,1,2.5,75,5,1,1
1,0.007,1,2.5,75,6,1,1
2,0.007,1,2.5,75,7,1,1
3,0.007,1,2.5,75,8,1,1
4,0.007,1,2.5,75,9,1,1
5,0.007,1,2.5,75,10,1,1
1,0.0075,1,2.5,76,1,1,1
2,0.0075,1,2.5,76,2,1,1
3,0.0075,1,2.5,76,3,1,1
4,0.0075,1,2.5,76,4,1,1
5,0.0075,1,2.5,76,5,1,1
1,0.008,1,2.5,76,6,1,1
2,0.008,1,2.5,76,7,1,1
3,0.008,1,2.5,76,8,1,1
4,0.008,1,2.5,76,9,1,1
5,0.008,1,2.5,76,10,1,1
1,0.0085,1,2.5,77,1,1,1
2,0.0085,1,2.5,77,2,1,1
3,0.0085,1,2.5,77,3,1,1
4,0.0085,1,2.5,77,4,1,1
5,0.0085,1,2.5,77,5,1,1
1,0.009,1,2.5,77,6,1,1
2,0.009,1,2.5,77,7,1,1
3,0.009,1,2.5,77,8,1,1
4,0.009,1,2.5,77,9,1,1
5,0.009,1,2.5,77,10,1,1
1,0.0095,1,2.5,78,1,1,1
2,0.0095,1,2.5,78,2,1,1
3,0.0095,1,2.5,78,3,1,1
4,0.0095,1,2.5,78,4,1,1
5,0.0095,1,2.5,78,5,1,1
1,0.01,1,2.5,78,6,1,1
2,0.01,1,2.5,78,7,1,1
3,0.01,1,2.5,78,8,1,1
4,0.01,1,2.5,78,9,1,1
5,0.01,1,2.5,78,10,1,1
1,0.004,1.1,2.5,79,1,1,1
2,0.004,1.1,2.5,79,2,1,1
3,0.004,1.1,2.5,79,3,1,1
4,0.004,1.1,2.5,79,4,1,1
5,0.004,1.1,2.5,79,5,1,1
1,0.0045,1.1,2.5,79,6,1,1
2,0.0045,1.1,2.5,79,7,1,1
3,0.0045,1.1,2.5,79,8,1,1
4,0.0045,1.1,2.5,79,9,1,1
5,0.0045,1.1,2.5,79,10,1,1
1,0.005,1.1,2.5,80,1,1,1
2,0.005,1.1,2.5,80,2,1,1
3,0.005,1.1,2.5,80,3,1,1
4,0.005,1.1,2.5,80,4,1,1
5,0.005,1.1,2.5,80,5,1,1
1,0.0055,1.1,2.5,80,6,1,1
2,0.0055,1.1,2.5,80,7,1,1
3,0.0055,1.1,2.5,80,8,1,1
4,0.0055,1.1,2.5,80,9,1,1
5,0.0055,1.1,2.5,80,10,1,1
1,0.006,1.1,2.5,81,1,1,1
2,0.006,1.1,2.5,81,2,1,1
3,0.006,1.1,2.5,81,3,1,1
4,0.006,1.1,2.5,81,4,1,1
5,0.006,1.1,2.5,81,5,1,1
1,0.0065,1.1,2.5,81,6,1,1
2,0.0065,1.1,2.5,81,7,1,1
3,0.0065,1.1,2.5,81,8,1,1
4,0.0065,1.1,2.5,81,9,1,1
5,0.0065,1.1,2.5,81,10,1,1
1,0.007,1.1,2.5,82,1,1,1
2,0.007,1.1,2.5,82,2,1,1
3,0.007,1.1,2.5,82,3,1,1
4,0.007,1.1,2.5,82,4,1,1
5,0.007,1.1,2.5,82,5,1,1
1,0.0075,1.1,2.5,82,6,1,1
2,0.0075,1.1,2.5,82,7,1,1
3,0.0075,1.1,2.5,82,8,1,1
4,0.0075,1.1,2.5,82,9,1,1
5,0.0075,1.1,2.5,82,10,1,1
1,0.008,1.1,2.5,83,1,1,1
2,0.008,1.1,2.5,83,2,1,1
3,0.008,1.1,2.5,83,3,1,1
4,0.008,1.1,2.5,83,4,1,1
5,0.008,1.1,2.5,83,5,1,1
1,0.0085,1.1,2.5,83,6,1,1
2,0.0085,1.1,2.5,83,7,1,1
3,0.0085,1.1,2.5,83,8,1,1
4,0.0085,1.1,2.5,83,9,1,1
5,0.0085,1.1,2.5,83,10,1,1
1,0.009,1.1,2.5,84,1,1,1
2,0.009,1.1,2.5,84,2,1,1
3,0.009,1.1,2.5,84,3,1,1
4,0.009,1.1,2.5,84,4,1,1
5,0.009,1.1,2.5,84,5,1,1
1,0.0095,1.1,2.5,84,6,1,1
2,0.0095,1.1,2.5,84,7,1,1
3,0.0095,1.1,2.5,84,8,1,1
4,0.0095,1.1,2.5,84,9,1,1
5,0.0095,1.1,2.5,84,10,1,1
1,0.01,1.1,2.5,85,1,1,1
2,0.01,1.1,2.5,85,2,1,1
3,0.01,1.1,2.5,85,3,1,1
4,0.01,1.1,2.5,85,4,1,1
5,0.01,1.1,2.5,85,5,1,1
1,0.004,1.2,2.5,85,6,1,1
2,0.004,1.2,2.5,85,7,1,1
3,0.004,1.2,2.5,85,8,1,1
4,0.004,1.2,2.5,85,9,1,1
5,0.004,1.2,2.5,85,10,1,1
1,0.0045,1.2,2.5,86,1,1,1
2,0.0045,1.2,2.5,86,2,1,1
3,0.0045,1.2,2.5,86,3,1,1
4,0.0045,1.2,2.5,86,4,1,1
5,0.0045,1.2,2.5,86,5,1,1
1,0.005,1.2,2.5,86,6,1,1
2,0.005,1.2,2.5,86,7,1,1
3,0.005,1.2,2.5,86,8,1,1
4,0.005,1.2,2.5,86,9,1,1
5,0.005,1.2,2.5,86,10,1,1
1,0.0055,1.2,2.5,87,1,1,1
2,0.0055,1.2,2.5,87,2,1,1
3,0.0055,1.2,2.5,87,3,1,1
4,0.0055,1.2,2.5,87,4,1,1
5,0.0055,1.2,2.5,87,5,1,1
1,0.006,1.2,2.5,87,6,1,1
2,0.006,1.2,2.5,87,7,1,1
3,0.006,1.2,2.5,87,8,1,1
4,0.006,1.2,2.5,87,9,1,1
5,0.006,1.2,2.5,87,10,1,1
1,0.0065,1.2,2.5,88,1,1,1
2,0.0065,1.2,2.5,88,2,1,1
3,0.0065,1.2,2.5,88,3,1,1
4,0.0065,1.2,2.5,88,4,1,1
5,0.0065,1.2,2.5,88,5,1,1
1,0.007,1.2,2.5,88,6,1,1
2,0.007,1.2,2.5,88,7,1,1
3,0.007,1.2,2.5,88,8,1,1
4,0.007,1.2,2.5,88,9,1,1
5,0.007,1.2,2.5,88,10,1,1
1,0.0075,1.2,2.5,89,1,1,1
2,0.0075,1.2,2.5,89,2,1,1
3,0.0075,1.2,2.5,89,3,1,1
4,0.0075,1.2,2.5,89,4,1,1
5,0.0075,1.2,2.5,89,5,1,1
1,0.008,1.2,2.5,89,6,1,1
2,0.008,1.2,2.5,89,7,1,1
3,0.008,1.2,2.5,89,8,1,1
4,0.008,1.2,2.5,89,9,1,1
5,0.008,1.2,2.5,89,10,1,1
1,0.0085,1.2,2.5,90,1,1,1
2,0.0085,1.2,2.5,90,2,1,1
3,0.0085,1.2,2.5,90,3,1,1
4,0.0085,1.2,2.5,90,4,1,1
5,0.0085,1.2,2.5,90,5,1,1
1,0.009,1.2,2.5,90,6,1,1
2,0.009,1.2,2.5,90,7,1,1
3,0.009,1.2,2.5,90,8,1,1
4,0.009,1.2,2.5,90,9,1,1
5,0.009,1.2,2.5,90,10,1,1
1,0.0095,1.2,2.5,91,1,1,1
2,0.0095,1.2,2.5,91,2,1,1
3,0.0095,1.2,2.5,91,3,1,1
4,0.0095,1.2,2.5,91,4,1,1
5,0.0095,1.2,2.5,91,5,1,1
1,0.01,1.2,2.5,91,6,1,1
2,0.01,1.2,2.5,91,7,1,1
3,0.01,1.2,2.5,91,8,1,1
4,0.01,1.2,2.5,91,9,1,1
5,0.01,1.2,2.5,91,10,1,1
1,0.004,1.3,2.5,92,1,1,1
2,0.004,1.3,2.5,92,2,1,1
3,0.004,1.3,2.5,92,3,1,1
4,0.004,1.3,2.5,92,4,1,1
5,0.004,1.3,2.5,92,5,1,1
1,0.0045,1.3,2.5,92,6,1,1
2,0.0045,1.3,2.5,92,7,1,1
3,0.0045,1.3,2.5,92,8,1,1
4,0.0045,1.3,2.5,92,9,1,1
5,0.0045,1.3,2.5,92,10,1,1
1,0.005,1.3,2.5,93,1,1,1
2,0.005,1.3,2.5,93,2,1,1
3,0.005,1.3,2.5,93,3,1,1
4,0.005,1.3,2.5,93,4,1,1
5,0.005,1.3,2.5,93,5,1,1
1,0.0055,1.3,2.5,93,6,1,1
2,0.0055,1.3,2.5,93,7,1,1
3,0.0055,1.3,2.5,93,8,1,1
4,0.0055,1.3,2.5,93,9,1,1
5,0.0055,1.3,2.5,93,10,1,1
1,0.006,1.3,2.5,94,1,1,1
2,0.006,1.3,2.5,94,2,1,1
3,0.006,1.3,2.5,94,3,1,1
4,0.006,1.3,2.5,94,4,1,1
5,0.006,1.3,2.5,94,5,1,1
1,0.0065,1.3,2.5,94,6,1,1
2,0.0065,1.3,2.5,94,7,1,1
3,0.0065,1.3,2.5,94,8,1,1
4,0.0065,1.3,2.5,94,9,1,1
5,0.0065,1.3,2.5,94,10,1,1
1,0.007,1.3,2.5,95,1,1,1
2,0.007,1.3,2.5,95,2,1,1
3,0.007,1.3,2.5,95,3,1,1
4,0.007,1.3,2.5,95,4,1,1
5,0.007,1.3,2.5,95,5,1,1
1,0.0075,1.3,2.5,95,6,1,1
2,0.0075,1.3,2.5,95,7,1,1
3,0.0075,1.3,2.5,95,8,1,1
4,0.0075,1.3,2.5,95,9,1,1
5,0.0075,1.3,2.5,95,10,1,1
1,0.008,1.3,2.5,96,1,1,1
2,0.008,1.3,2.5,96,2,1,1
3,0.008,1.3,2.5,96,3,1,1
4,0.008,1.3,2.5,96,4,1,1
5,0.008,1.3,2.5,96,5,1,1
1,0.0085,1.3,2.5,96,6,1,1
2,0.0085,1.3,2.5,96,7,1,1
3,0.0085,1.3,2.5,96,8,1,1
4,0.0085,1.3,2.5,96,9,1,1
5,0.0085,1.3,2.5,96,10,1,1
1,0.009,1.3,2.5,97,1,1,1
2,0.009,1.3,2.5,97,2,1,1
3,0.009,1.3,2.5,97,3,1,1
4,0.009,1.3,2.5,97,4,1,1
5,0.009,1.3,2.5,97,5,1,1
1,0.0095,1.3,2.5,97,6,1,1
2,0.0095,1.3,2.5,97,7,1,1
3,0.0095,1.3,2.5,97,8,1,1
4,0.0095,1.3,2.5,97,9,1,1
5,0.0095,1.3,2.5,97,10,1,1
1,0.01,1.3,2.5,98,1,1,1
2,0.01,1.3,2.5,98,2,1,1
3,0.01,1.3,2.5,98,3,1,1
4,0.01,1.3,2.5,98,4,1,1
5,0.01,1.3,2.5,98,5,1,1
1,0.004,1.4,2.5,98,6,1,1
2,0.004,1.4,2.5,98,7,1,1
3,0.004,1.4,2.5,98,8,1,1
4,0.004,1.4,2.5,98,9,1,1
5,0.004,1.4,2.5,98,10,1,1
1,0.0045,1.4,2.5,99,1,1,1
2,0.0045,1.4,2.5,99,2,1,1
3,0.0045,1.4,2.5,99,3,1,1
4,0.0045,1.4,2.5,99,4,1,1
5,0.0045,1.4,2.5,99,5,1,1
1,0.005,1.4,2.5,99,6,1,1
2,0.005,1.4,2.5,99,7,1,1
3,0.005,1.4,2.5,99,8,1,1
4,0.005,1.4,2.5,99,9,1,1
5,0.005,1.4,2.5,99,10,1,1
1,0.0055,1.4,2.5,100,1,1,1
2,0.0055,1.4,2.5,100,2,1,1
3,0.0055,1.4,2.5,100,3,1,1
4,0.0055,1.4,2.5,100,4,1,1
5,0.0055,1.4,2.5,100,5,1,1
1,0.006,1.4,2.5,100,6,1,1
2,0.006,1.4,2.5,100,7,1,1
3,0.006,1.4,2.5,100,8,1,1
4,0.006,1.4,2.5,100,9,1,1
5,0.006,1.4,2.5,100,10,1,1
1,0.0065,1.4,2.5,101,1,1,1
2,0.0065,1.4,2.5,101,2,1,1
3,0.0065,1.4,2.5,101,3,1,1
4,0.0065,1.4,2.5,101,4,1,1
5,0.0065,1.4,2.5,101,5,1,1
1,0.007,1.4,2.5,101,6,1,1
2,0.007,1.4,2.5,101,7,1,1
3,0.007,1.4,2.5,101,8,1,1
4,0.007,1.4,2.5,101,9,1,1
5,0.007,1.4,2.5,101,10,1,1
1,0.0075,1.4,2.5,102,1,1,1
2,0.0075,1.4,2.5,102,2,1,1
3,0.0075,1.4,2.5,102,3,1,1
4,0.0075,1.4,2.5,102,4,1,1
5,0.0075,1.4,2.5,102,5,1,1
1,0.008,1.4,2.5,102,6,1,1
2,0.008,1.4,2.5,102,7,1,1
3,0.008,1.4,2.5,102,8,1,1
4,0.008,1.4,2.5,102,9,1,1
5,0.008,1.4,2.5,102,10,1,1
1,0.0085,1.4,2.5,103,1,1,1
2,0.0085,1.4,2.5,103,2,1,1
3,0.0085,1.4,2.5,103,3,1,1
4,0.0085,1.4,2.5,103,4,1,1
5,0.0085,1.4,2.5,103,5,1,1
1,0.009,1.4,2.5,103,6,1,1
2,0.009,1.4,2.5,103,7,1,1
3,0.009,1.4,2.5,103,8,1,1
4,0.009,1.4,2.5,103,9,1,1
5,0.009,1.4,2.5,103,10,1,1
1,0.0095,1.4,2.5,104,1,1,1
2,0.0095,1.4,2.5,104,2,1,1
3,0.0095,1.4,2.5,104,3,1,1
4,0.0095,1.4,2.5,104,4,1,1
5,0.0095,1.4,2.5,104,5,1,1
1,0.01,1.4,2.5,104,6,1,1
2,0.01,1.4,2.5,104,7,1,1
3,0.01,1.4,2.5,104,8,1,1
4,0.01,1.4,2.5,104,9,1,1
5,0.01,1.4,2.5,104,10,1,1
1,0.004,1.5,2.5,105,1,1,1
2,0.004,1.5,2.5,105,2,1,1
3,0.004,1.5,2.5,105,3,1,1
4,0.004,1.5,2.5,105,4,1,1
5,0.004,1.5,2.5,105,5,1,1
1,0.0045,1.5,2.5,105,6,1,1
2,0.0045,1.5,2.5,105,7,1,1
3,0.0045,1.5,2.5,105,8,1,1
4,0.0045,1.5,2.5,105,9,1,1
5,0.0045,1.5,2.5,105,10,1,1
1,0.005,1.5,2.5,106,1,1,1
2,0.005,1.5,2.5,106,2,1,1
3,0.005,1.5,2.5,106,3,1,1
4,0.005,1.5,2.5,106,4,1,1
5,0.005,1.5,2.5,106,5,1,1
1,0.0055,1.5,2.5,106,6,1,1
2,0.0055,1.5,2.5,106,7,1,1
3,0.0055,1.5,2.5,106,8,1,1
4,0.0055,1.5,2.5,106,9,1,1
5,0.0055,1.5,2.5,106,10,1,1
1,0.006,1.5,2.5,107,1,1,1
2,0.006,1.5,2.5,107,2,1,1
3,0.006,1.5,2.5,107,3,1,1
4,0.006,1.5,2.5,107,4,1,1
5,0.006,1.5,2.5,107,5,1,1
1,0.0065,1.5,2.5,107,6,1,1
2,0.0065,1.5,2.5,107,7,1,1
3,0.0065,1.5,2.5,107,8,1,1
4,0.0065,1.5,2.5,107,9,1,1
5,0.0065,1.5,2.5,107,10,1,1
1,0.007,1.5,2.5,108,1,1,1
2,0.007,1.5,2.5,108,2,1,1
3,0.007,1.5,2.5,108,3,1,1
4,0.007,1.5,2.5,108,4,1,1
5,0.007,1.5,2.5,108,5,1,1
1,0.0075,1.5,2.5,108,6,1,1
2,0.0075,1.5,2.5,108,7,1,1
3,0.0075,1.5,2.5,108,8,1,1
4,0.0075,1.5,2.5,108,9,1,1
5,0.0075,1.5,2.5,108,10,1,1
1,0.008,1.5,2.5,109,1,1,1
2,0.008,1.5,2.5,109,2,1,1
3,0.008,1.5,2.5,109,3,1,1
4,0.008,1.5,2.5,109,4,1,1
5,0.008,1.5,2.5,109,5,1,1
1,0.0085,1.5,2.5,109,6,1,1
2,0.0085,1.5,2.5,109,7,1,1
3,0.0085,1.5,2.5,109,8,1,1
4,0.0085,1.5,2.5,109,9,1,1
5,0.0085,1.5,2.5,109,10,1,1
1,0.009,1.5,2.5,110,1,1,1
2,0.009,1.5,2.5,110,2,1,1
3,0.009,1.5,2.5,110,3,1,1
4,0.009,1.5,2.5,110,4,1,1
5,0.009,1.5,2.5,110,5,1,1
1,0.0095,1.5,2.5,110,6,1,1
2,0.0095,1.5,2.5,110,7,1,1
3,0.0095,1.5,2.5,110,8,1,1
4,0.0095,1.5,2.5,110,9,1,1
5,0.0095,1.5,2.5,110,10,1,1
1,0.01,1.5,2.5,111,1,1,1
2,0.01,1.5,2.5,111,2,1,1
3,0.01,1.5,2.5,111,3,1,1
4,0.01,1.5,2.5,111,4,1,1
5,0.01,1.5,2.5,111,5,1,1
1,0.004,1.6,2.5,111,6,1,1
2,0.004,1.6,2.5,111,7,1,1
3,0.004,1.6,2.5,111,8,1,1
4,0.004,1.6,2.5,111,9,1,1
5,0.004,1.6,2.5,111,10,1,1
1,0.0045,1.6,2.5,112,1,1,1
2,0.0045,1.6,2.5,112,2,1,1
3,0.0045,1.6,2.5,112,3,1,1
4,0.0045,1.6,2.5,112,4,1,1
5,0.0045,1.6,2.5,112,5,1,1
1,0.005,1.6,2.5,112,6,1,1
2,0.005,1.6,2.5,112,7,1,1
3,0.005,1.6,2.5,112,8,1,1
4,0.005,1.6,2.5,112,9,1,1
5,0.005,1.6,2.5,112,10,1,1
1,0.0055,1.6,2.5,113,1,1,1
2,0.0055,1.6,2.5,113,2,1,1
3,0.0055,1.6,2.5,113,3,1,1
4,0.0055,1.6,2.5,113,4,1,1
5,0.0055,1.6,2.5,113,5,1,1
1,0.006,1.6,2.5,113,6,1,1
2,0.006,1.6,2.5,113,7,1,1
3,0.006,1.6,2.5,113,8,1,1
4,0.006,1.6,2.5,113,9,1,1
5,0.006,1.6,2.5,113,10,1,1
1,0.0065,1.6,2.5,114,1,1,1
2,0.0065,1.6,2.5,114,2,1,1
3,0.0065,1.6,2.5,114,3,1,1
4,0.0065,1.6,2.5,114,4,1,1
5,0.0065,1.6,2.5,114,5,1,1
1,0.007,1.6,2.5,114,6,1,1
2,0.007,1.6,2.5,114,7,1,1
3,0.007,1.6,2.5,114,8,1,1
4,0.007,1.6,2.5,114,9,1,1
5,0.007,1.6,2.5,114,10,1,1
1,0.0075,1.6,2.5,115,1,1,1
2,0.0075,1.6,2.5,115,2,1,1
3,0.0075,1.6,2.5,115,3,1,1
4,0.0075,1.6,2.5,115,4,1,1
5,0.0075,1.6,2.5,115,5,1,1
1,0.008,1.6,2.5,115,6,1,1
2,0.008,1.6,2.5,115,7,1,1
3,0.008,1.6,2.5,115,8,1,1
4,0.008,1.6,2.5,115,9,1,1
5,0.008,1.6,2.5,115,10,1,1
1,0.0085,1.6,2.5,116,1,1,1
2,0.0085,1.6,2.5,116,2,1,1
3,0.0085,1.6,2.5,116,3,1,1
4,0.0085,1.6,2.5,116,4,1,1
5,0.0085,1.6,2.5,116,5,1,1
1,0.009,1.6,2.5,116,6,1,1
2,0.009,1.6,2.5,116,7,1,1
3,0.009,1.6,2.5,116,8,1,1
4,0.009,1.6,2.5,116,9,1,1
5,0.009,1.6,2.5,116,10,1,1
1,0.0095,1.6,2.5,117,1,1,1
2,0.0095,1.6,2.5,117,2,1,1
3,0.0095,1.6,2.5,117,3,1,1
4,0.0095,1.6,2.5,117,4,1,1
5,0.0095,1.6,2.5,117,5,1,1
1,0.01,1.6,2.5,117,6,1,1
2,0.01,1.6,2.5,117,7,1,1
3,0.01,1.6,2.5,117,8,1,1
4,0.01,1.6,2.5,117,9,1,1
5,0.01,1.6,2.5,117,10,1,1
1,0.004,1.7,2.5,118,1,1,1
2,0.004,1.7,2.5,118,2,1,1
3,0.004,1.7,2.5,118,3,1,1
4,0.004,1.7,2.5,118,4,1,1
5,0.004,1.7,2.5,118,5,1,1
1,0.0045,1.7,2.5,118,6,1,1
2,0.0045,1.7,2.5,118,7,1,1
3,0.0045,1.7,2.5,118,8,1,1
4,0.0045,1.7,2.5,118,9,1,1
5,0.0045,1.7,2.5,118,10,1,1
1,0.005,1.7,2.5,119,1,1,1
2,0.005,1.7,2.5,119,2,1,1
3,0.005,1.7,2.5,119,3,1,1
4,0.005,1.7,2.5,119,4,1,1
5,0.005,1.7,2.5,119,5,1,1
1,0.0055,1.7,2.5,119,6,1,1
2,0.0055,1.7,2.5,119,7,1,1
3,0.0055,1.7,2.5,119,8,1,1
4,0.0055,1.7,2.5,119,9,1,1
5,0.0055,1.7,2.5,119,10,1,1
1,0.006,1.7,2.5,120,1,1,1
2,0.006,1.7,2.5,120,2,1,1
3,0.006,1.7,2.5,120,3,1,1
4,0.006,1.7,2.5,120,4,1,1
5,0.006,1.7,2.5,120,5,1,1
1,0.0065,1.7,2.5,120,6,1,1
2,0.0065,1.7,2.5,120,7,1,1
3,0.0065,1.7,2.5,120,8,1,1
4,0.0065,1.7,2.5,120,9,1,1
5,0.0065,1.7,2.5,120,10,1,1
1,0.007,1.7,2.5,121,1,1,1
2,0.007,1.7,2.5,121,2,1,1
3,0.007,1.7,2.5,121,3,1,1
4,0.007,1.7,2.5,121,4,1,1
5,0.007,1.7,2.5,121,5,1,1
1,0.0075,1.7,2.5,121,6,1,1
2,0.0075,1.7,2.5,121,7,1,1
3,0.0075,1.7,2.5,121,8,1,1
4,0.0075,1.7,2.5,121,9,1,1
5,0.0075,1.7,2.5,121,10,1,1
1,0.008,1.7,2.5,122,1,1,1
2,0.008,1.7,2.5,122,2,1,1
3,0.008,1.7,2.5,122,3,1,1
4,0.008,1.7,2.5,122,4,1,1
5,0.008,1.7,2.5,122,5,1,1
1,0.0085,1.7,2.5,122,6,1,1
2,0.0085,1.7,2.5,122,7,1,1
3,0.0085,1.7,2.5,122,8,1,1
4,0.0085,1.7,2.5,122,9,1,1
5,0.0085,1.7,2.5,122,10,1,1
1,0.009,1.7,2.5,123,1,1,1
2,0.009,1.7,2.5,123,2,1,1
3,0.009,1.7,2.5,123,3,1,1
4,0.009,1.7,2.5,123,4,1,1
5,0.009,1.7,2.5,123,5,1,1
1,0.0095,1.7,2.5,123,6,1,1
2,0.0095,1.7,2.5,123,7,1,1
3,0.0095,1.7,2.5,123,8,1,1
4,0.0095,1.7,2.5,123,9,1,1
5,0.0095,1.7,2.5,123,10,1,1
1,0.01,1.7,2.5,124,1,1,1
2,0.01,1.7,2.5,124,2,1,1
3,0.01,1.7,2.5,124,3,1,1
4,0.01,1.7,2.5,124,4,1,1
5,0.01,1.7,2.5,124,5,1,1
1,0.004,1.8,2.5,124,6,1,1
2,0.004,1.8,2.5,124,7,1,1
3,0.004,1.8,2.5,124,8,1,1
4,0.004,1.8,2.5,124,9,1,1
5,0.004,1.8,2.5,124,10,1,1
1,0.0045,1.8,2.5,125,1,1,1
2,0.0045,1.8,2.5,125,2,1,1
3,0.0045,1.8,2.5,125,3,1,1
4,0.0045,1.8,2.5,125,4,1,1
5,0.0045,1.8,2.5,125,5,1,1
1,0.005,1.8,2.5,125,6,1,1
2,0.005,1.8,2.5,125,7,1,1
3,0.005,1.8,2.5,125,8,1,1
4,0.005,1.8,2.5,125,9,1,1
5,0.005,1.8,2.5,125,10,1,1
1,0.0055,1.8,2.5,126,1,1,1
2,0.0055,1.8,2.5,126,2,1,1
3,0.0055,1.8,2.5,126,3,1,1
4,0.0055,1.8,2.5,126,4,1,1
5,0.0055,1.8,2.5,126,5,1,1
1,0.006,1.8,2.5,126,6,1,1
2,0.006,1.8,2.5,126,7,1,1
3,0.006,1.8,2.5,126,8,1,1
4,0.006,1.8,2.5,126,9,1,1
5,0.006,1.8,2.5,126,10,1,1
1,0.0065,1.8,2.5,127,1,1,1
2,0.0065,1.8,2.5,127,2,1,1
3,0.0065,1.8,2.5,127,3,1,1
4,0.0065,1.8,2.5,127,4,1,1
5,0.0065,1.8,2.5,127,5,1,1
1,0.007,1.8,2.5,127,6,1,1
2,0.007,1.8,2.5,127,7,1,1
3,0.007,1.8,2.5,127,8,1,1
4,0.007,1.8,2.5,127,9,1,1
5,0.007,1.8,2.5,127,10,1,1
1,0.0075,1.8,2.5,128,1,1,1
2,0.0075,1.8,2.5,128,2,1,1
3,0.0075,1.8,2.5,128,3,1,1
4,0.0075,1.8,2.5,128,4,1,1
5,0.0075,1.8,2.5,128,5,1,1
1,0.008,1.8,2.5,128,6,1,1
2,0.008,1.8,2.5,128,7,1,1
3,0.008,1.8,2.5,128,8,1,1
4,0.008,1.8,2.5,128,9,1,1
5,0.008,1.8,2.5,128,10,1,1
1,0.0085,1.8,2.5,129,1,1,1
2,0.0085,1.8,2.5,129,2,1,1
3,0.0085,1.8,2.5,129,3,1,1
4,0.0085,1.8,2.5,129,4,1,1
5,0.0085,1.8,2.5,129,5,1,1
1,0.009,1.8,2.5,129,6,1,1
2,0.009,1.8,2.5,129,7,1,1
3,0.009,1.8,2.5,129,8,1,1
4,0.009,1.8,2.5,129,9,1,1
5,0.009,1.8,2.5,129,10,1,1
1,0.0095,1.8,2.5,130,1,1,1
2,0.0095,1.8,2.5,130,2,1,1
3,0.0095,1.8,2.5,130,3,1,1
4,0.0095,1.8,2.5,130,4,1,1
5,0.0095,1.8,2.5,130,5,1,1
1,0.01,1.8,2.5,130,6,1,1
2,0.01,1.8,2.5,130,7,1,1
3,0.01,1.8,2.5,130,8,1,1
4,0.01,1.8,2.5,130,9,1,1
5,0.01,1.8,2.5,130,10,1,1
1,0.004,1.9,2.5,131,1,1,1
2,0.004,1.9,2.5,131,2,1,1
3,0.004,1.9,2.5,131,3,1,1
4,0.004,1.9,2.5,131,4,1,1
5,0.004,1.9,2.5,131,5,1,1
1,0.0045,1.9,2.5,131,6,1,1
2,0.0045,1.9,2.5,131,7,1,1
3,0.0045,1.9,2.5,131,8,1,1
4,0.0045,1.9,2.5,131,9,1,1
5,0.0045,1.9,2.5,131,10,1,1
1,0.005,1.9,2.5,132,1,1,1
2,0.005,1.9,2.5,132,2,1,1
3,0.005,1.9,2.5,132,3,1,1
4,0.005,1.9,2.5,132,4,1,1
