"stochastic_num","edge_iter","p_ssp","cessation_rate","p_treat_hcv","p_test_hcv","p_ltfu_hiv","scenario_id","sherlock_id_group","sherlock_id"
5,1,0.53,0.038,0.478272,0.17793313432079,0.00168214255273957,25,14,3
5,1,0.68,0.038,0.478272,0.17793313432079,0.00168214255273957,26,14,4
5,1,0.83,0.038,0.478272,0.17793313432079,0.00168214255273957,27,14,5
6,1,0.53,0.013,0.207552,0.0083980795710431,0.0292855303767776,1,14,6
6,1,0.68,0.013,0.207552,0.0083980795710431,0.0292855303767776,2,14,7
6,1,0.83,0.013,0.207552,0.0083980795710431,0.0292855303767776,3,14,8
6,1,0.53,0.0255,0.207552,0.0083980795710431,0.0292855303767776,4,14,9
6,1,0.68,0.0255,0.207552,0.0083980795710431,0.0292855303767776,5,14,10
6,1,0.83,0.0255,0.207552,0.0083980795710431,0.0292855303767776,6,15,1
6,1,0.53,0.038,0.207552,0.0083980795710431,0.0292855303767776,7,15,2
6,1,0.68,0.038,0.207552,0.0083980795710431,0.0292855303767776,8,15,3
6,1,0.83,0.038,0.207552,0.0083980795710431,0.0292855303767776,9,15,4
6,1,0.53,0.013,0.342912,0.0684762028381091,0.0110659331391373,10,15,5
6,1,0.68,0.013,0.342912,0.0684762028381091,0.0110659331391373,11,15,6
6,1,0.83,0.013,0.342912,0.0684762028381091,0.0110659331391373,12,15,7
6,1,0.53,0.0255,0.342912,0.0684762028381091,0.0110659331391373,13,15,8
6,1,0.68,0.0255,0.342912,0.0684762028381091,0.0110659331391373,14,15,9
6,1,0.83,0.0255,0.342912,0.0684762028381091,0.0110659331391373,15,15,10
6,1,0.53,0.038,0.342912,0.0684762028381091,0.0110659331391373,16,16,1
6,1,0.68,0.038,0.342912,0.0684762028381091,0.0110659331391373,17,16,2
6,1,0.83,0.038,0.342912,0.0684762028381091,0.0110659331391373,18,16,3
6,1,0.53,0.013,0.478272,0.17793313432079,0.00168214255273957,19,16,4
6,1,0.68,0.013,0.478272,0.17793313432079,0.00168214255273957,20,16,5
6,1,0.83,0.013,0.478272,0.17793313432079,0.00168214255273957,21,16,6
6,1,0.53,0.0255,0.478272,0.17793313432079,0.00168214255273957,22,16,7
6,1,0.68,0.0255,0.478272,0.17793313432079,0.00168214255273957,23,16,8
6,1,0.83,0.0255,0.478272,0.17793313432079,0.00168214255273957,24,16,9
6,1,0.53,0.038,0.478272,0.17793313432079,0.00168214255273957,25,16,10
6,1,0.68,0.038,0.478272,0.17793313432079,0.00168214255273957,26,17,1
6,1,0.83,0.038,0.478272,0.17793313432079,0.00168214255273957,27,17,2
7,1,0.53,0.013,0.207552,0.0083980795710431,0.0292855303767776,1,17,3
7,1,0.68,0.013,0.207552,0.0083980795710431,0.0292855303767776,2,17,4
7,1,0.83,0.013,0.207552,0.0083980795710431,0.0292855303767776,3,17,5
7,1,0.53,0.0255,0.207552,0.0083980795710431,0.0292855303767776,4,17,6
7,1,0.68,0.0255,0.207552,0.0083980795710431,0.0292855303767776,5,17,7
7,1,0.83,0.0255,0.207552,0.0083980795710431,0.0292855303767776,6,17,8
7,1,0.53,0.038,0.207552,0.0083980795710431,0.0292855303767776,7,17,9
7,1,0.68,0.038,0.207552,0.0083980795710431,0.0292855303767776,8,17,10
7,1,0.83,0.038,0.207552,0.0083980795710431,0.0292855303767776,9,18,1
7,1,0.53,0.013,0.342912,0.0684762028381091,0.0110659331391373,10,18,2
7,1,0.68,0.013,0.342912,0.0684762028381091,0.0110659331391373,11,18,3
7,1,0.83,0.013,0.342912,0.0684762028381091,0.0110659331391373,12,18,4
7,1,0.53,0.0255,0.342912,0.0684762028381091,0.0110659331391373,13,18,5
7,1,0.68,0.0255,0.342912,0.0684762028381091,0.0110659331391373,14,18,6
7,1,0.83,0.0255,0.342912,0.0684762028381091,0.0110659331391373,15,18,7
7,1,0.53,0.038,0.342912,0.0684762028381091,0.0110659331391373,16,18,8
7,1,0.68,0.038,0.342912,0.0684762028381091,0.0110659331391373,17,18,9
7,1,0.83,0.038,0.342912,0.0684762028381091,0.0110659331391373,18,18,10
7,1,0.53,0.013,0.478272,0.17793313432079,0.00168214255273957,19,19,1
7,1,0.68,0.013,0.478272,0.17793313432079,0.00168214255273957,20,19,2
7,1,0.83,0.013,0.478272,0.17793313432079,0.00168214255273957,21,19,3
7,1,0.53,0.0255,0.478272,0.17793313432079,0.00168214255273957,22,19,4
7,1,0.68,0.0255,0.478272,0.17793313432079,0.00168214255273957,23,19,5
7,1,0.83,0.0255,0.478272,0.17793313432079,0.00168214255273957,24,19,6
7,1,0.53,0.038,0.478272,0.17793313432079,0.00168214255273957,25,19,7
7,1,0.68,0.038,0.478272,0.17793313432079,0.00168214255273957,26,19,8
7,1,0.83,0.038,0.478272,0.17793313432079,0.00168214255273957,27,19,9
8,1,0.53,0.013,0.207552,0.0083980795710431,0.0292855303767776,1,19,10
8,1,0.68,0.013,0.207552,0.0083980795710431,0.0292855303767776,2,20,1
8,1,0.83,0.013,0.207552,0.0083980795710431,0.0292855303767776,3,20,2
8,1,0.53,0.0255,0.207552,0.0083980795710431,0.0292855303767776,4,20,3
8,1,0.68,0.0255,0.207552,0.0083980795710431,0.0292855303767776,5,20,4
8,1,0.83,0.0255,0.207552,0.0083980795710431,0.0292855303767776,6,20,5
8,1,0.53,0.038,0.207552,0.0083980795710431,0.0292855303767776,7,20,6
8,1,0.68,0.038,0.207552,0.0083980795710431,0.0292855303767776,8,20,7
8,1,0.83,0.038,0.207552,0.0083980795710431,0.0292855303767776,9,20,8
8,1,0.53,0.013,0.342912,0.0684762028381091,0.0110659331391373,10,20,9
8,1,0.68,0.013,0.342912,0.0684762028381091,0.0110659331391373,11,20,10
8,1,0.83,0.013,0.342912,0.0684762028381091,0.0110659331391373,12,21,1
8,1,0.53,0.0255,0.342912,0.0684762028381091,0.0110659331391373,13,21,2
8,1,0.68,0.0255,0.342912,0.0684762028381091,0.0110659331391373,14,21,3
8,1,0.83,0.0255,0.342912,0.0684762028381091,0.0110659331391373,15,21,4
8,1,0.53,0.038,0.342912,0.0684762028381091,0.0110659331391373,16,21,5
8,1,0.68,0.038,0.342912,0.0684762028381091,0.0110659331391373,17,21,6
8,1,0.83,0.038,0.342912,0.0684762028381091,0.0110659331391373,18,21,7
8,1,0.53,0.013,0.478272,0.17793313432079,0.00168214255273957,19,21,8
8,1,0.68,0.013,0.478272,0.17793313432079,0.00168214255273957,20,21,9
8,1,0.83,0.013,0.478272,0.17793313432079,0.00168214255273957,21,21,10
8,1,0.53,0.0255,0.478272,0.17793313432079,0.00168214255273957,22,22,1
8,1,0.68,0.0255,0.478272,0.17793313432079,0.00168214255273957,23,22,2
8,1,0.83,0.0255,0.478272,0.17793313432079,0.00168214255273957,24,22,3
8,1,0.53,0.038,0.478272,0.17793313432079,0.00168214255273957,25,22,4
8,1,0.68,0.038,0.478272,0.17793313432079,0.00168214255273957,26,22,5
8,1,0.83,0.038,0.478272,0.17793313432079,0.00168214255273957,27,22,6
9,1,0.53,0.013,0.207552,0.0083980795710431,0.0292855303767776,1,22,7
9,1,0.68,0.013,0.207552,0.0083980795710431,0.0292855303767776,2,22,8
9,1,0.83,0.013,0.207552,0.0083980795710431,0.0292855303767776,3,22,9
9,1,0.53,0.0255,0.207552,0.0083980795710431,0.0292855303767776,4,22,10
9,1,0.68,0.0255,0.207552,0.0083980795710431,0.0292855303767776,5,23,1
9,1,0.83,0.0255,0.207552,0.0083980795710431,0.0292855303767776,6,23,2
9,1,0.53,0.038,0.207552,0.0083980795710431,0.0292855303767776,7,23,3
9,1,0.68,0.038,0.207552,0.0083980795710431,0.0292855303767776,8,23,4
9,1,0.83,0.038,0.207552,0.0083980795710431,0.0292855303767776,9,23,5
9,1,0.53,0.013,0.342912,0.0684762028381091,0.0110659331391373,10,23,6
9,1,0.68,0.013,0.342912,0.0684762028381091,0.0110659331391373,11,23,7
9,1,0.83,0.013,0.342912,0.0684762028381091,0.0110659331391373,12,23,8
9,1,0.53,0.0255,0.342912,0.0684762028381091,0.0110659331391373,13,23,9
9,1,0.68,0.0255,0.342912,0.0684762028381091,0.0110659331391373,14,23,10
9,1,0.83,0.0255,0.342912,0.0684762028381091,0.0110659331391373,15,24,1
9,1,0.53,0.038,0.342912,0.0684762028381091,0.0110659331391373,16,24,2
9,1,0.68,0.038,0.342912,0.0684762028381091,0.0110659331391373,17,24,3
9,1,0.83,0.038,0.342912,0.0684762028381091,0.0110659331391373,18,24,4
9,1,0.53,0.013,0.478272,0.17793313432079,0.00168214255273957,19,24,5
9,1,0.68,0.013,0.478272,0.17793313432079,0.00168214255273957,20,24,6
9,1,0.83,0.013,0.478272,0.17793313432079,0.00168214255273957,21,24,7
9,1,0.53,0.0255,0.478272,0.17793313432079,0.00168214255273957,22,24,8
9,1,0.68,0.0255,0.478272,0.17793313432079,0.00168214255273957,23,24,9
9,1,0.83,0.0255,0.478272,0.17793313432079,0.00168214255273957,24,24,10
9,1,0.53,0.038,0.478272,0.17793313432079,0.00168214255273957,25,25,1
9,1,0.68,0.038,0.478272,0.17793313432079,0.00168214255273957,26,25,2
9,1,0.83,0.038,0.478272,0.17793313432079,0.00168214255273957,27,25,3
10,1,0.53,0.013,0.207552,0.0083980795710431,0.0292855303767776,1,25,4
10,1,0.68,0.013,0.207552,0.0083980795710431,0.0292855303767776,2,25,5
10,1,0.83,0.013,0.207552,0.0083980795710431,0.0292855303767776,3,25,6
10,1,0.53,0.0255,0.207552,0.0083980795710431,0.0292855303767776,4,25,7
10,1,0.68,0.0255,0.207552,0.0083980795710431,0.0292855303767776,5,25,8
10,1,0.83,0.0255,0.207552,0.0083980795710431,0.0292855303767776,6,25,9
10,1,0.53,0.038,0.207552,0.0083980795710431,0.0292855303767776,7,25,10
10,1,0.68,0.038,0.207552,0.0083980795710431,0.0292855303767776,8,26,1
10,1,0.83,0.038,0.207552,0.0083980795710431,0.0292855303767776,9,26,2
10,1,0.53,0.013,0.342912,0.0684762028381091,0.0110659331391373,10,26,3
10,1,0.68,0.013,0.342912,0.0684762028381091,0.0110659331391373,11,26,4
10,1,0.83,0.013,0.342912,0.0684762028381091,0.0110659331391373,12,26,5
10,1,0.53,0.0255,0.342912,0.0684762028381091,0.0110659331391373,13,26,6
10,1,0.68,0.0255,0.342912,0.0684762028381091,0.0110659331391373,14,26,7
10,1,0.83,0.0255,0.342912,0.0684762028381091,0.0110659331391373,15,26,8
10,1,0.53,0.038,0.342912,0.0684762028381091,0.0110659331391373,16,26,9
10,1,0.68,0.038,0.342912,0.0684762028381091,0.0110659331391373,17,26,10
10,1,0.83,0.038,0.342912,0.0684762028381091,0.0110659331391373,18,27,1
10,1,0.53,0.013,0.478272,0.17793313432079,0.00168214255273957,19,27,2
10,1,0.68,0.013,0.478272,0.17793313432079,0.00168214255273957,20,27,3
10,1,0.83,0.013,0.478272,0.17793313432079,0.00168214255273957,21,27,4
10,1,0.53,0.0255,0.478272,0.17793313432079,0.00168214255273957,22,27,5
10,1,0.68,0.0255,0.478272,0.17793313432079,0.00168214255273957,23,27,6
10,1,0.83,0.0255,0.478272,0.17793313432079,0.00168214255273957,24,27,7
10,1,0.53,0.038,0.478272,0.17793313432079,0.00168214255273957,25,27,8
10,1,0.68,0.038,0.478272,0.17793313432079,0.00168214255273957,26,27,9
10,1,0.83,0.038,0.478272,0.17793313432079,0.00168214255273957,27,27,10
11,1,0.53,0.013,0.207552,0.0083980795710431,0.0292855303767776,1,28,1
11,1,0.68,0.013,0.207552,0.0083980795710431,0.0292855303767776,2,28,2
11,1,0.83,0.013,0.207552,0.0083980795710431,0.0292855303767776,3,28,3
11,1,0.53,0.0255,0.207552,0.0083980795710431,0.0292855303767776,4,28,4
11,1,0.68,0.0255,0.207552,0.0083980795710431,0.0292855303767776,5,28,5
11,1,0.83,0.0255,0.207552,0.0083980795710431,0.0292855303767776,6,28,6
11,1,0.53,0.038,0.207552,0.0083980795710431,0.0292855303767776,7,28,7
11,1,0.68,0.038,0.207552,0.0083980795710431,0.0292855303767776,8,28,8
11,1,0.83,0.038,0.207552,0.0083980795710431,0.0292855303767776,9,28,9
11,1,0.53,0.013,0.342912,0.0684762028381091,0.0110659331391373,10,28,10
11,1,0.68,0.013,0.342912,0.0684762028381091,0.0110659331391373,11,29,1
11,1,0.83,0.013,0.342912,0.0684762028381091,0.0110659331391373,12,29,2
11,1,0.53,0.0255,0.342912,0.0684762028381091,0.0110659331391373,13,29,3
11,1,0.68,0.0255,0.342912,0.0684762028381091,0.0110659331391373,14,29,4
11,1,0.83,0.0255,0.342912,0.0684762028381091,0.0110659331391373,15,29,5
11,1,0.53,0.038,0.342912,0.0684762028381091,0.0110659331391373,16,29,6
11,1,0.68,0.038,0.342912,0.0684762028381091,0.0110659331391373,17,29,7
11,1,0.83,0.038,0.342912,0.0684762028381091,0.0110659331391373,18,29,8
11,1,0.53,0.013,0.478272,0.17793313432079,0.00168214255273957,19,29,9
11,1,0.68,0.013,0.478272,0.17793313432079,0.00168214255273957,20,29,10
11,1,0.83,0.013,0.478272,0.17793313432079,0.00168214255273957,21,30,1
11,1,0.53,0.0255,0.478272,0.17793313432079,0.00168214255273957,22,30,2
11,1,0.68,0.0255,0.478272,0.17793313432079,0.00168214255273957,23,30,3
11,1,0.83,0.0255,0.478272,0.17793313432079,0.00168214255273957,24,30,4
11,1,0.53,0.038,0.478272,0.17793313432079,0.00168214255273957,25,30,5
11,1,0.68,0.038,0.478272,0.17793313432079,0.00168214255273957,26,30,6
11,1,0.83,0.038,0.478272,0.17793313432079,0.00168214255273957,27,30,7
12,1,0.53,0.013,0.207552,0.0083980795710431,0.0292855303767776,1,30,8
12,1,0.68,0.013,0.207552,0.0083980795710431,0.0292855303767776,2,30,9
12,1,0.83,0.013,0.207552,0.0083980795710431,0.0292855303767776,3,30,10
12,1,0.53,0.0255,0.207552,0.0083980795710431,0.0292855303767776,4,31,1
12,1,0.68,0.0255,0.207552,0.0083980795710431,0.0292855303767776,5,31,2
12,1,0.83,0.0255,0.207552,0.0083980795710431,0.0292855303767776,6,31,3
12,1,0.53,0.038,0.207552,0.0083980795710431,0.0292855303767776,7,31,4
12,1,0.68,0.038,0.207552,0.0083980795710431,0.0292855303767776,8,31,5
12,1,0.83,0.038,0.207552,0.0083980795710431,0.0292855303767776,9,31,6
12,1,0.53,0.013,0.342912,0.0684762028381091,0.0110659331391373,10,31,7
12,1,0.68,0.013,0.342912,0.0684762028381091,0.0110659331391373,11,31,8
12,1,0.83,0.013,0.342912,0.0684762028381091,0.0110659331391373,12,31,9
12,1,0.53,0.0255,0.342912,0.0684762028381091,0.0110659331391373,13,31,10
12,1,0.68,0.0255,0.342912,0.0684762028381091,0.0110659331391373,14,32,1
12,1,0.83,0.0255,0.342912,0.0684762028381091,0.0110659331391373,15,32,2
12,1,0.53,0.038,0.342912,0.0684762028381091,0.0110659331391373,16,32,3
12,1,0.68,0.038,0.342912,0.0684762028381091,0.0110659331391373,17,32,4
12,1,0.83,0.038,0.342912,0.0684762028381091,0.0110659331391373,18,32,5
12,1,0.53,0.013,0.478272,0.17793313432079,0.00168214255273957,19,32,6
12,1,0.68,0.013,0.478272,0.17793313432079,0.00168214255273957,20,32,7
12,1,0.83,0.013,0.478272,0.17793313432079,0.00168214255273957,21,32,8
12,1,0.53,0.0255,0.478272,0.17793313432079,0.00168214255273957,22,32,9
12,1,0.68,0.0255,0.478272,0.17793313432079,0.00168214255273957,23,32,10
12,1,0.83,0.0255,0.478272,0.17793313432079,0.00168214255273957,24,33,1
12,1,0.53,0.038,0.478272,0.17793313432079,0.00168214255273957,25,33,2
12,1,0.68,0.038,0.478272,0.17793313432079,0.00168214255273957,26,33,3
12,1,0.83,0.038,0.478272,0.17793313432079,0.00168214255273957,27,33,4
13,1,0.53,0.013,0.207552,0.0083980795710431,0.0292855303767776,1,33,5
13,1,0.68,0.013,0.207552,0.0083980795710431,0.0292855303767776,2,33,6
13,1,0.83,0.013,0.207552,0.0083980795710431,0.0292855303767776,3,33,7
13,1,0.53,0.0255,0.207552,0.0083980795710431,0.0292855303767776,4,33,8
13,1,0.68,0.0255,0.207552,0.0083980795710431,0.0292855303767776,5,33,9
13,1,0.83,0.0255,0.207552,0.0083980795710431,0.0292855303767776,6,33,10
13,1,0.53,0.038,0.207552,0.0083980795710431,0.0292855303767776,7,34,1
13,1,0.68,0.038,0.207552,0.0083980795710431,0.0292855303767776,8,34,2
13,1,0.83,0.038,0.207552,0.0083980795710431,0.0292855303767776,9,34,3
13,1,0.53,0.013,0.342912,0.0684762028381091,0.0110659331391373,10,34,4
13,1,0.68,0.013,0.342912,0.0684762028381091,0.0110659331391373,11,34,5
13,1,0.83,0.013,0.342912,0.0684762028381091,0.0110659331391373,12,34,6
13,1,0.53,0.0255,0.342912,0.0684762028381091,0.0110659331391373,13,34,7
